,carID,brand,model,price,transmission,mileage,fuelType,tax,mpg,engineSize,paintQuality%,previousOwners,hasDamage,car_age
39902,72147,vw,cc,11292,manual,36602,diesel,30.0,62.8,2.0,57,3,0.0,5
39903,64268,opel,grandland x,17995,manual,12765,petrol,145.0,44.1,1.2,89,1,0.0,1
39904,64437,opel,astra,14990,manual,2184,petrol,145.0,54.3,1.2,70,0,0.0,0
39905,58208,opel,astra,13495,automatic,,petrol,150.0,50.4,1.4,58,6,0.0,2
39906,48006,skoda,fabia,9800,manual,12326,petrol,145.0,64.2,1.0,79,1,0.0,3
39907,30343,ford,focus,10999,manual,23973,petrol,150.0,60.1,1.0,63,4,0.0,3
39908,35415,mercedes,glc class,23490,semi-auto,29300,diesel,125.0,56.5,2.1,56,2,0.0,4
39909,32898,hyundai,tucson,11360,manual,41103,petrol,160.0,44.8,1.6,69,,0.0,3
39910,9152,bmw,3 series,13499,automatic,54842,diesel,30.0,62.8,2.0,47,3,0.0,6
39911,3605,audi,q7,61900,semi-auto,19227,,,37.2,4.0,97,3,0.0,2
39912,50076,skoda,octavia,14350,manual,10218,petrol,145.0,55.4,1.5,37,1,0.0,2
39913,19363,ford,focus,6490,manual,69000,diesel,0.0,74.3,1.5,71,3,0.0,5
39914,58474,opel,corsa,7299,manual,19333,petrol,30.0,55.4,1.4,53,0,0.0,4
39915,50414,skoda,fabia,10290,manual,22154,petrol,145.0,58.9,1.2,49,2,0.0,
39916,56934,opel,mokka x,12498,,17131,petrol,150.0,43.5,1.4,68,2,0.0,3
39917,64901,opel,corsa,4399,manual,36000,petrol,125.0,51.4,1.2,38,,0.0,8
39918,75013,vw,touareg,42950,automatic,4000,diesel,145.0,34.0,3.0,55,3,0.0,1
39919,55629,toyota,aygo,8000,manual,9908,petrol,145.0,68.9,1.0,84,3,0.0,2
39920,26157,ford,focus,6940,manual,48336,diesel,299.473503908807,67.3,1.6,86,2,0.0,7
39921,24787,ford,focus,18498,manual,26904,diesel,145.0,67.3,2.0,65,3,0.0,2
39922,35723,mercedes,a class,15943,semi-auto,19130,diesel,145.0,70.6,2.1,95,2,0.0,3
39923,17476,ford,,19897,manual,2991,diesel,,27.7,1.5,,1,0.0,1
39924,18978,ford,focus,11900,semi-auto,18396,petrol,,,1.0,74,1,0.0,3
39925,65558,vw,golf,14990,semi-auto,15590,diesel,150.0,54.3,1.6,30,4,0.0,1
39926,5646,audi,a4,25000,semi-auto,10000,diesel,145.0,49.6,2.0,47,4,0.0,1
39927,72796,vw,polo,15995,manual,1000,diesel,145.0,55.4,1.6,36,1,0.0,1
39928,17094,ford,,7599,manual,31141,petrol,,52.3,1.0,61,3,0.0,5
39929,46654,mercedes,gla class,20999,semi-auto,40000,petrol,205.0,43.5,2.0,90,0,,4
39930,59890,opel,mokka,8395,manual,34000,petrol,200.0,43.5,1.6,78,0,0.0,5
39931,60860,opel,astra,12398,manual,20322,petrol,160.0,46.3,1.6,88,2,0.0,3
39932,73421,vw,golf,22990,semi-auto,6000,petrol,145.0,43.5,1.5,98,1,0.0,1
39933,2756,audi,q7,51995,semi-auto,3000,diesel,145.0,33.2,3.0,92,4,,0
39934,45457,mercedes,b class,16280,automatic,10954,diesel,20.0,68.9,1.5,37,1,0.0,3
39935,11981,bmw,x2,29343,semi-auto,1644,petrol,145.0,36.2,2.0,95,3,0.0,1
39936,19012,ford,fiesta,11800,manual,17456,petrol,145.0,60.1,1.0,93,4,0.0,1
39937,7396,audi,a5,19990,manual,17700,diesel,165.0,53.3,2.0,36,1,0.0,4
39938,13518,bmw,1 series,19995,automatic,14449,diesel,145.0,48.7,2.0,92,2,0.0,2
39939,66785,vw,t cross,22491,manual,2255,petrol,145.0,47.9,1.0,68,,0.0,0
39940,45684,mercedes,c class,18480,automatic,25845,diesel,30.0,64.2,2.1,98,,0.0,4
39941,25273,ford,focus,6500,manual,70584,petrol,,,1.0,36,0,0.0,6
39942,16077,ford,fiesta,5500,manual,,diesel,0.0,76.4,1.5,37,0,0.0,7
39943,65986,vw,tiguan,18999,manual,11944,petrol,145.0,46.3,1.4,56,0,0.0,9
39944,36539,mercedes,c class,21998,automatic,30633,diesel,,,2.1,91,4,0.0,3
39945,9702,bmw,1 series,16480,semi-auto,20308,petrol,145.0,47.9,1.6,33,0,0.0,4
39946,5863,audi,a1,11950,manual,34539,diesel,0.0,76.3,1.6,92,1,0.0,4
39947,16281,ford,kuga,15000,manual,29680,diesel,145.0,54.3,2.0,30,3,0.0,4
39948,58875,opel,astra,15890,manual,1550,petrol,145.0,54.3,1.2,94,3,0.0,0
39949,47856,skoda,superb,23985,semi-auto,4552,diesel,145.0,54.3,2.0,75,4,0.0,1
39950,55611,toyota,auris,17695,automatic,9446,hybrid,140.0,65.6,1.8,78,1,0.0,2
39951,55298,toyota,aygo,6151,manual,34162,petrol,0.0,69.0,1.0,95,3,0.0,3
39952,31654,hyundai,tucson,12990,manual,36357,diesel,30.0,61.7,,49,1,0.0,3
39953,33013,hyundai,i10,7291,manual,12939,petrol,150.0,60.1,,66,2,0.0,2
39954,12854,bmw,5 series,11695,automatic,65520,diesel,30.0,62.8,2.0,41,1,0.0,6
39955,20965,ford,ka+,7500,manual,14272,petrol,145.0,57.7,1.2,52,3,0.0,3
39956,34356,hyundai,santa fe,14799,automatic,51344,diesel,260.0,41.5,2.2,94,2,0.0,6
39957,69167,vw,t roc,38950,semi-auto,3544,petrol,150.0,32.5,2.0,36,2,0.0,0
39958,35143,mercedes,a class,16980,automatic,21430,petrol,145.0,52.3,1.6,81,2,0.0,3
39959,20205,ford,ka+,9500,manual,4795,petrol,145.0,47.9,1.2,53,4,0.0,2
39960,28986,ford,focus,15950,manual,6283,petrol,,,1.0,87,1,0.0,1
39961,45817,mercedes,c class,18299,automatic,50216,hybrid,,,2.0,91,4,0.0,3
39962,17042,ford,focus,10299,manual,17507,diesel,0.0,,1.5,43,4,0.0,4
39963,58061,opel,astra,11698,manual,15419,petrol,145.0,51.4,1.4,56,2,0.0,1
39964,1837,audi,a1,8998,manual,53529,petrol,125.0,52.3,1.4,45,2,0.0,7
39965,68299,vw,amarok,30000,automatic,8500,diesel,260.0,28.3,3.0,88,2,0.0,1
39966,73702,vw,golf,19999,semi-auto,4567,diesel,145.0,52.3,,55,0,0.0,1
39967,36522,mercedes,glc class,23000,automatic,32308,diesel,145.0,56.5,2.1,63,3,0.0,3
39968,51315,toyota,aygo,7995,manual,3248,petrol,150.0,56.5,1.0,76,4,0.0,2
39969,30190,ford,grand tourneo connect,13200,automatic,14079,diesel,125.0,56.6,1.5,65,3,0.0,5
39970,37320,mercedes,a class,16091,automatic,37172,diesel,20.0,68.9,2.1,73,3,0.0,4
39971,11571,bmw,1 series,14830,semi-auto,18095,diesel,30.0,65.7,2.0,78,0,0.0,4
39972,72975,vw,t roc,18995,manual,15100,petrol,145.0,44.1,1.0,88,0,0.0,2
39973,7378,audi,a1,12400,manual,24736,diesel,150.0,80.7,1.6,87,3,0.0,3
39974,74613,vw,golf,19998,manual,21993,petrol,200.0,39.8,2.0,60,3,0.0,4
39975,56705,opel,mokka x,12699,manual,14237,petrol,145.0,,1.4,44,2,0.0,1
39976,25050,ford,focus,12620,semi-auto,23829,petrol,125.0,51.4,1.0,60,2,0.0,3
39977,47293,skoda,yeti outdoor,14995,semi-auto,11653,petrol,125.0,51.4,1.2,69,0,0.0,3
39978,68615,vw,polo,13999,,22796,petrol,20.0,61.4,1.4,54,4,0.0,4
39979,64260,opel,zafira,9700,manual,34108,petrol,200.0,42.2,1.4,93,3,0.0,3
39980,9766,bmw,x5,28299,automatic,40732,hybrid,0.0,85.6,2.0,47,1,0.0,4
39981,37721,mercedes,e class,20300,automatic,26692,diesel,145.0,72.4,2.0,,0,0.0,2
39982,23938,ford,grand c max,11000,manual,45435,petrol,150.0,54.3,1.0,36,2,0.0,3
39983,8729,bmw,x1,9490,manual,50000,diesel,160.0,51.4,,50,3,0.0,6
39984,34202,hyundai,tucson,13510,semi-auto,38351,diesel,125.0,57.6,1.7,81,2,0.0,3
39985,38705,mercedes,a class,14750,manual,31149,petrol,150.0,51.4,1.6,41,1,0.0,2
39986,37172,mercedes,c class,17770,semi-auto,27306,diesel,20.0,64.2,2.1,54,,0.0,4
39987,10226,bmw,3 series,19995,semi-auto,23338,petrol,205.0,41.5,3.0,40,,0.0,5
39988,73547,vw,caddy maxi life,17450,semi-auto,3861,diesel,145.0,56.5,2.0,52,3,0.0,2
39989,54256,toyota,yaris,13491,manual,1209,petrol,145.0,47.9,1.5,99,2,0.0,1
39990,70159,vw,amarok,35990,automatic,8000,diesel,260.0,33.6,3.0,43,0,0.0,1
39991,36251,mercedes,a class,13503,manual,30529,diesel,145.0,80.7,1.5,89,2,0.0,3
39992,73243,vw,up!,5495,manual,17652,petrol,20.0,62.8,1.0,52,2,0.0,7
39993,8719,bmw,x5,29700,automatic,31000,diesel,150.0,47.1,3.0,75,1,0.0,3
39994,41451,mercedes,gla class,19500,automatic,25922,diesel,125.0,56.5,2.1,88,2,0.0,4
39995,64011,opel,mokka x,15399,semi-auto,11341,diesel,,47.1,1.6,87,3,0.0,1
39996,63567,opel,mokka,6999,manual,40465,diesel,30.0,62.8,1.7,37,0,0.0,6
39997,38168,mercedes,c class,16699,automatic,40786,diesel,30.0,64.2,1.6,99,4,0.0,5
39998,47608,skoda,octavia,20995,manual,5797,diesel,145.0,62.8,2.0,88,3,0.0,1
39999,64924,opel,corsa,12999,manual,4080,petrol,140.0,54.3,1.4,79,0,0.0,1
40000,13496,bmw,5 series,34500,semi-auto,1007,hybrid,135.0,156.9,2.0,34,4,0.0,1
40001,60405,opel,mokka x,12182,manual,18538,petrol,145.0,39.2,1.4,96,1,0.0,1
40002,65278,opel,crossland x,11298,manual,10755,petrol,145.0,54.3,1.2,60,2,0.0,2
40003,50395,skoda,octavia,13500,semi-auto,48772,diesel,145.0,61.4,2.0,88,4,0.0,3
40004,45998,mercedes,c class,13950,semi-auto,39204,diesel,,,,39,0,0.0,6
40005,49518,skoda,octavia,14995,semi-auto,12636,petrol,150.0,55.4,1.5,66,1,0.0,2
40006,39569,mercedes,gl class,19299,automatic,20117,diesel,145.0,64.2,2.1,52,1,0.0,3
40007,67459,vw,golf,8250,manual,61000,petrol,30.0,53.3,1.4,37,3,0.0,6
40008,73076,vw,golf,17995,semi-auto,13957,diesel,30.0,62.8,2.0,90,2,0.0,4
40009,12845,bmw,3 series,25595,semi-auto,2400,petrol,150.0,41.5,3.0,96,3,0.0,1
40010,18467,ford,focus,14850,manual,11788,,145.0,58.9,1.0,62,,0.0,1
40011,40269,mercedes,e class,35699,semi-auto,8919,diesel,145.0,48.7,3.0,86,2,0.0,1
40012,53828,toyota,rav4,22995,automatic,31284,hybrid,135.0,55.4,2.5,89,4,0.0,
40013,73037,vw,golf,19990,semi-auto,4607,diesel,150.0,52.3,2.0,88,0,0.0,1
40014,9603,bmw,3 series,34993,semi-auto,6250,diesel,145.0,47.9,3.0,78,2,0.0,0
40015,53892,toyota,rav4,15995,,22864,diesel,145.0,60.1,2.0,46,1,0.0,3
40016,21746,ford,edge,33994,automatic,14,diesel,145.0,37.2,2.0,42,2,0.0,1
40017,45628,mercedes,cla class,29998,automatic,1000,petrol,145.0,,1.3,62,0,0.0,0
40018,15833,ford,fiesta,8900,manual,13928,petrol,,65.7,1.0,40,4,0.0,4
40019,24997,ford,ka+,7400,,17578,petrol,145.0,57.7,1.2,98,3,0.0,2
40020,15049,ford,focus,10995,manual,27889,petrol,20.0,60.1,1.0,34,2,0.0,3
40021,15979,ford,focus,15995,manual,8333,petrol,,,1.0,77,4,0.0,1
40022,6711,audi,q3,15500,,11863,diesel,160.0,50.4,,95,1,0.0,4
40023,40373,mercedes,e class,19431,semi-auto,36790,diesel,145.0,54.3,3.0,65,1,,4
40024,48204,skoda,fabia,8100,manual,38365,petrol,20.0,60.1,1.2,98,,0.0,4
40025,66153,vw,polo,8762,,47611,petrol,20.0,60.1,1.2,79,0,0.0,4
40026,73944,vw,golf,22450,semi-auto,3500,petrol,145.0,43.5,1.5,97,3,0.0,1
40027,63921,opel,corsa,8500,manual,,petrol,145.0,55.4,1.4,44,1,0.0,3
40028,59272,opel,corsa,8690,manual,8988,petrol,150.0,55.4,1.4,31,4,0.0,2
40029,41241,mercedes,e class,52732,semi-auto,7218,petrol,145.0,32.1,3.0,73,2,0.0,1
40030,2709,audi,a3,6793,manual,123000,diesel,0.0,83.1,,42,2,0.0,5
40031,68186,vw,golf,15998,semi-auto,34611,diesel,125.0,58.9,2.0,33,2,0.0,3
40032,49180,skoda,kamiq,20991,semi-auto,452,diesel,145.0,52.3,1.6,98,4,0.0,1
40033,45308,mercedes,glc class,30980,semi-auto,5002,diesel,145.0,44.8,2.0,65,2,0.0,1
40034,8290,bmw,3 series,23222,semi-auto,101153,diesel,145.0,54.3,2.0,61,0,0.0,1
40035,61003,opel,adam,10290,manual,231,petrol,145.0,44.8,1.2,84,0,0.0,1
40036,39787,mercedes,,27499,semi-auto,3462,diesel,,,1.6,39,4,0.0,1
40037,54430,toyota,yaris,11991,automatic,17954,hybrid,135.0,76.3,1.5,54,0,0.0,3
40038,25756,ford,fiesta,12995,manual,14806,petrol,150.0,62.8,1.0,77,4,0.0,2
40039,18150,ford,c max,12198,,7993,petrol,145.0,49.6,1.0,58,2,0.0,2
40040,21759,ford,focus,17620,automatic,9014,petrol,,,1.0,66,2,0.0,1
40041,993,audi,,11225,manual,29372,petrol,0.0,67.3,1.0,85,3,0.0,3
40042,47609,skoda,fabia,9390,manual,7310,petrol,145.0,57.7,1.0,86,3,0.0,1
40043,33094,hyundai,tucson,14495,manual,11611,petrol,145.0,44.8,1.6,80,1,0.0,2
40044,12384,bmw,3 series,35250,automatic,123,diesel,145.0,47.9,3.0,75,,0.0,1
40045,70854,vw,passat,16999,manual,6497,diesel,145.0,54.3,2.0,99,3,0.0,1
40046,61255,opel,insignia,12165,manual,51921,diesel,145.0,53.3,2.0,37,3,0.0,2
40047,44336,mercedes,c class,43949,semi-auto,14263,petrol,300.0,32.8,4.0,78,3,0.0,3
40048,12276,bmw,3 series,27999,automatic,14590,diesel,145.0,52.3,2.0,99,1,0.0,1
40049,1350,audi,q3,27950,semi-auto,1701,diesel,150.0,48.7,2.0,78,2,0.0,1
40050,25309,ford,ecosport,17499,manual,15,petrol,150.0,53.3,1.0,35,0,0.0,0
40051,11627,bmw,3 series,23980,semi-auto,2198,petrol,145.0,47.9,2.0,83,4,0.0,1
40052,8552,bmw,3 series,8799,manual,92468,diesel,20.0,,2.0,41,4,0.0,5
40053,50600,skoda,karoq,20000,manual,6600,petrol,150.0,52.3,1.5,56,3,0.0,2
40054,41670,mercedes,e class,16950,automatic,45000,diesel,145.0,54.3,3.0,65,4,0.0,5
40055,29512,ford,ecosport,16875,manual,500,petrol,145.0,51.4,1.0,82,3,0.0,1
40056,65714,vw,polo,14583,manual,1770,petrol,145.0,48.7,1.0,74,0,0.0,0
40057,37988,mercedes,e class,35699,semi-auto,9957,diesel,145.0,42.8,2.0,42,3,0.0,1
40058,10806,bmw,3 series,17875,semi-auto,27016,hybrid,0.0,148.7,2.0,64,2,0.0,4
40059,25270,ford,focus,11999,manual,22214,diesel,145.0,74.3,1.5,30,4,0.0,3
40060,15046,ford,focus,14499,manual,40953,diesel,,,2.0,72,4,0.0,4
40061,20759,ford,kuga,15045,manual,34912,diesel,,60.1,2.0,53,2,0.0,3
40062,34089,hyundai,i20,3998,manual,45461,petrol,30.0,57.6,1.2,50,2,0.0,7
40063,15266,ford,focus,8795,manual,49286,petrol,20.0,60.1,,34,3,0.0,4
40064,8502,bmw,4 series,25000,semi-auto,8592,diesel,145.0,65.7,2.0,63,0,0.0,1
40065,10704,bmw,1 series,12499,manual,26146,diesel,145.0,78.5,1.5,70,4,0.0,2
40066,45670,mercedes,a class,11040,semi-auto,31905,diesel,20.0,70.6,1.5,,3,0.0,6
40067,12637,bmw,3 series,16990,semi-auto,44563,diesel,,60.1,2.0,67,0,0.0,4
40068,8166,bmw,x1,8298,,69020,diesel,125.0,57.6,2.0,94,4,0.0,7
40069,35689,mercedes,e class,25780,semi-auto,11082,,145.0,72.4,2.0,32,2,0.0,1
40070,62890,opel,astra,8999,manual,26500,diesel,20.0,,1.6,88,1,0.0,4
40071,46442,mercedes,a class,18981,semi-auto,13366,petrol,145.0,52.3,1.6,53,1,0.0,3
40072,47116,skoda,kamiq,18999,manual,1236,petrol,145.0,47.9,1.0,67,3,0.0,
40073,71601,vw,golf,20490,semi-auto,2729,diesel,150.0,52.3,3.0,55,2,0.0,1
40074,13272,bmw,2 series,15299,automatic,21594,petrol,125.0,,1.5,81,1,0.0,4
40075,14809,bmw,5 series,31780,semi-auto,13384,diesel,145.0,60.1,3.0,47,1,0.0,1
40076,41683,mercedes,c class,21011,semi-auto,18955,diesel,,,2.1,40,0,0.0,3
40077,30904,ford,focus,6999,manual,55336,diesel,0.0,67.3,1.5,70,0,0.0,5
40078,50433,skoda,fabia,8298,manual,46334,diesel,150.0,78.5,1.4,57,3,0.0,3
40079,23163,ford,fiesta,9995,manual,17448,petrol,145.0,55.4,1.1,89,2,0.0,2
40080,60812,opel,astra,8998,manual,33500,petrol,150.0,52.3,1.4,80,3,0.0,2
40081,1428,audi,a8,33998,semi-auto,10249,diesel,145.0,50.4,3.0,95,1,0.0,2
40082,53800,toyota,auris,13490,automatic,27549,hybrid,0.0,72.4,1.8,64,4,0.0,5
40083,2857,audi,a4,7195,manual,124460,diesel,145.0,55.4,2.0,43,3,0.0,6
40084,27544,ford,focus,2995,manual,114000,petrol,,,1.6,78,4,0.0,10
40085,6480,audi,q5,36995,semi-auto,50,diesel,145.0,38.2,2.0,95,0,0.0,0
40086,49301,skoda,octavia,15000,manual,11695,petrol,150.0,55.4,1.5,68,0,0.0,1
40087,37939,mercedes,m class,15990,automatic,51800,diesel,200.0,44.8,2.1,93,1,0.0,7
40088,28129,ford,focus,11995,manual,16246,petrol,,,1.0,54,4,0.0,2
40089,65471,vw,polo,14790,manual,348,petrol,145.0,48.7,1.0,97,3,0.0,0
40090,34960,mercedes,gla class,17299,semi-auto,27775,diesel,145.0,67.3,2.1,75,0,0.0,3
40091,33841,hyundai,i10,11495,manual,4000,petrol,145.0,56.5,1.0,79,4,0.0,0
40092,36706,mercedes,b class,11495,manual,29670,diesel,20.0,70.6,1.5,96,2,0.0,4
40093,63072,opel,crossland x,10599,manual,18441,petrol,145.0,47.1,1.2,93,4,0.0,1
40094,32684,hyundai,i10,10790,manual,50,petrol,145.0,49.6,1.0,84,3,0.0,1
40095,57317,opel,mokka,9499,manual,14659,diesel,20.0,,1.6,81,1,0.0,4
40096,45613,mercedes,a class,36412,semi-auto,100,petrol,145.0,35.3,2.0,66,0,0.0,1
40097,41872,mercedes,c class,29480,semi-auto,10844,petrol,,,2.0,89,3,0.0,1
40098,67448,vw,arteon,28495,semi-auto,4820,petrol,145.0,47.1,2.0,92,3,0.0,1
40099,54424,toyota,aygo,8495,manual,5900,petrol,150.0,68.9,1.0,38,1,0.0,3
40100,66971,vw,golf,3295,manual,164000,diesel,145.0,58.9,2.0,64,2,0.0,10
40101,1510,audi,q3,21995,semi-auto,40254,petrol,205.0,40.4,2.0,68,1,0.0,4
40102,20520,ford,focus,15990,automatic,12500,diesel,,,1.5,38,3,0.0,
40103,36905,mercedes,c class,27199,semi-auto,930,petrol,,,1.5,34,4,0.0,1
40104,44428,mercedes,c class,13599,automatic,44598,diesel,30.0,64.2,2.1,63,2,0.0,5
40105,48953,skoda,scala,17495,semi-auto,2742,petrol,145.0,45.6,1.5,81,1,0.0,1
40106,60974,opel,grandland x,14799,manual,9241,diesel,145.0,70.6,1.6,,2,0.0,2
40107,23719,ford,focus,8998,manual,49105,diesel,0.0,74.3,1.5,76,0,0.0,5
40108,10649,bmw,7 series,33000,semi-auto,18190,petrol,200.0,40.4,3.0,3,3,0.0,4
40109,74706,vw,polo,9650,manual,34262,petrol,20.0,60.1,1.2,89,2,0.0,4
40110,31501,hyundai,i10,7495,manual,17333,petrol,20.0,60.1,1.0,39,3,0.0,3
40111,23317,ford,focus,18991,manual,20147,petrol,145.0,41.5,2.0,72,,0.0,2
40112,4189,audi,a3,9298,manual,76623,,0.0,83.1,1.6,66,1,0.0,5
40113,41897,mercedes,a class,9595,manual,57000,diesel,20.0,72.4,1.5,52,3,0.0,7
40114,19901,ford,fiesta,10000,manual,6820,petrol,145.0,55.4,1.1,77,1,0.0,2
40115,3525,audi,a4,13998,manual,38405,diesel,0.0,74.3,2.0,93,1,0.0,4
40116,50504,skoda,karoq,22795,manual,7982,diesel,145.0,42.8,2.0,56,4,0.0,1
40117,15211,ford,focus,17000,manual,10998,petrol,,,1.0,57,0,0.0,
40118,66016,vw,passat,5995,manual,,diesel,30.0,61.4,2.0,49,0,0.0,6
40119,73136,vw,tiguan,28591,automatic,3000,diesel,145.0,47.9,2.0,33,3,0.0,1
40120,45966,mercedes,c class,17399,semi-auto,36074,diesel,30.0,64.2,1.6,45,4,0.0,4
40121,66894,vw,golf,11489,,40744,diesel,0.0,74.3,1.6,43,0,0.0,4
40122,35553,mercedes,c class,23849,semi-auto,15499,petrol,,,1.5,31,0,0.0,1
40123,7537,bmw,2 series,13900,automatic,46281,petrol,125.0,51.4,1.5,89,1,0.0,3
40124,69985,vw,golf,15995,manual,40000,petrol,145.0,47.1,2.0,97,1,0.0,5
40125,29434,ford,fiesta,4998,manual,47643,petrol,30.0,54.3,1.2,37,4,0.0,7
40126,1495,audi,a4,9500,automatic,100860,diesel,0.0,72.4,2.0,43,3,0.0,5
40127,65241,opel,combo life,13798,manual,9004,diesel,145.0,53.3,1.5,66,4,0.0,1
40128,3708,audi,a1,13199,manual,14087,petrol,30.0,55.4,1.4,73,4,0.0,3
40129,61454,opel,mokka x,13500,manual,5434,petrol,145.0,47.1,1.4,76,4,0.0,2
40130,55720,toyota,,7680,manual,12607,petrol,145.0,68.9,1.0,44,2,0.0,3
40131,10549,bmw,1 series,19995,semi-auto,17546,diesel,150.0,68.9,1.5,66,2,0.0,1
40132,46397,mercedes,slk,17480,semi-auto,31023,diesel,30.0,70.6,2.0,95,4,0.0,5
40133,57612,opel,mokka x,10838,manual,20729,petrol,145.0,39.2,1.4,30,1,0.0,2
40134,22673,ford,focus,12670,manual,7162,petrol,150.0,60.1,1.0,98,2,0.0,2
40135,33442,hyundai,i20,8891,manual,20259,petrol,20.0,62.8,1.0,45,2,0.0,3
40136,4339,audi,,13498,manual,97729,diesel,30.0,61.4,2.0,72,4,0.0,4
40137,12567,bmw,1 series,22991,semi-auto,15709,petrol,145.0,39.8,3.0,81,1,0.0,3
40138,30495,ford,fiesta,7499,manual,26311,diesel,0.0,78.5,1.5,97,1,0.0,5
40139,36594,mercedes,gla class,22412,automatic,8109,diesel,145.0,56.5,2.1,66,0,0.0,2
40140,2883,audi,a8,33950,semi-auto,4685,diesel,145.0,50.4,3.0,42,4,0.0,3
40141,34282,hyundai,tucson,23695,manual,90,petrol,145.0,34.9,1.6,87,4,0.0,1
40142,18606,ford,focus,9998,manual,82584,diesel,0.0,74.3,1.5,67,3,0.0,3
40143,7940,bmw,3 series,12700,manual,17385,diesel,20.0,72.4,2.0,46,1,,4
40144,70802,vw,up!,9999,manual,5000,petrol,145.0,54.3,1.0,49,3,0.0,0
40145,66100,vw,polo,9490,manual,27419,petrol,20.0,60.1,1.0,94,,0.0,4
40146,70977,vw,golf,11590,manual,32614,diesel,0.0,74.3,1.6,38,4,0.0,3
40147,20442,ford,focus,20499,manual,4391,petrol,145.0,,2.0,75,1,0.0,2
40148,46370,mercedes,a class,29991,automatic,3608,petrol,145.0,53.3,1.3,33,2,0.0,1
40149,53001,toyota,yaris,7495,manual,28443,petrol,0.0,66.0,1.0,56,2,0.0,4
40150,47410,skoda,yeti outdoor,15990,semi-auto,11154,petrol,125.0,51.4,1.2,39,2,0.0,3
40151,20495,ford,focus,12599,manual,22111,petrol,145.0,50.4,,71,4,0.0,3
40152,65130,opel,insignia,16990,manual,9200,petrol,145.0,44.8,1.6,42,4,0.0,2
40153,5624,audi,a3,22990,manual,4500,diesel,145.0,,1.6,39,3,0.0,1
40154,4045,audi,a1,7610,manual,42580,petrol,125.0,53.3,1.4,79,0,0.0,7
40155,39213,mercedes,c class,40924,automatic,5325,petrol,145.0,44.1,2.0,59,3,0.0,1
40156,38807,mercedes,a class,21980,semi-auto,5162,diesel,145.0,67.3,1.5,89,2,0.0,2
40157,56505,opel,astra,7799,manual,25842,diesel,30.0,62.8,2.0,59,4,0.0,5
40158,65162,opel,crossland x,13498,manual,1761,petrol,145.0,47.1,1.2,30,3,0.0,1
40159,71587,vw,tiguan,23112,semi-auto,11083,petrol,145.0,40.4,1.4,36,2,0.0,2
40160,56223,opel,corsa,7499,manual,57214,petrol,30.0,55.4,1.4,73,0,0.0,5
40161,43622,mercedes,e class,23990,semi-auto,13589,diesel,145.0,72.4,2.0,47,1,0.0,1
40162,32958,hyundai,tucson,15000,manual,8818,petrol,145.0,44.8,1.6,97,1,0.0,2
40163,21118,ford,fiesta,9995,manual,14500,petrol,0.0,65.7,1.0,,3,,5
40164,14173,bmw,4 series,26190,semi-auto,7350,petrol,145.0,48.7,2.0,94,3,0.0,1
40165,62795,opel,astra,11850,manual,9827,petrol,145.0,51.4,1.4,88,1,0.0,2
40166,48558,skoda,superb,25995,automatic,7500,diesel,145.0,47.1,2.0,34,1,,1
40167,8986,bmw,m4,29998,semi-auto,26363,petrol,305.0,34.0,3.0,54,4,0.0,4
40168,3004,audi,q3,26000,manual,3204,petrol,145.0,40.9,1.5,73,2,0.0,1
40169,11102,bmw,3 series,7999,automatic,85000,diesel,20.0,68.9,2.0,76,0,0.0,8
40170,677,audi,q5,22798,semi-auto,56960,diesel,260.0,41.5,3.0,33,3,0.0,5
40171,15980,ford,focus,20980,manual,6999,petrol,,,1.0,36,2,0.0,1
40172,53150,toyota,aygo,6200,manual,42305,petrol,0.0,69.0,1.0,58,1,0.0,5
40173,64273,opel,corsa,10995,manual,,petrol,150.0,43.5,1.4,62,3,0.0,1
40174,18444,ford,focus,12000,automatic,80468,diesel,,,2.0,59,1,,4
40175,18614,ford,,13495,manual,22279,petrol,145.0,57.7,1.0,92,4,0.0,2
40176,8602,bmw,4 series,25990,semi-auto,2028,diesel,145.0,,2.0,61,4,0.0,1
40177,23410,ford,focus,7195,manual,71350,diesel,0.0,74.3,1.5,83,4,0.0,4
40178,1723,audi,q3,19495,manual,18972,diesel,145.0,56.5,2.0,,2,0.0,3
40179,19973,ford,focus,17145,manual,6447,diesel,,27.7,1.5,75,0,0.0,1
40180,53398,toyota,avensis,11495,manual,29210,petrol,145.0,47.1,1.8,50,1,0.0,4
40181,22332,ford,focus,6990,manual,45000,petrol,20.0,61.4,1.0,31,3,0.0,4
40182,58949,opel,insignia,8495,automatic,57000,diesel,145.0,53.3,2.0,50,3,0.0,5
40183,65940,vw,golf,18785,manual,29270,diesel,150.0,,2.0,44,3,0.0,3
40184,50753,skoda,karoq,17495,manual,11263,petrol,145.0,40.4,1.0,71,3,0.0,2
40185,23356,ford,c max,11998,manual,15297,diesel,20.0,68.9,1.5,42,0,0.0,3
40186,47956,skoda,scala,14995,,5703,diesel,145.0,57.7,1.6,99,3,0.0,1
40187,43343,mercedes,gl class,17999,automatic,26511,diesel,125.0,56.5,2.1,30,4,0.0,4
40188,62464,opel,corsa,8730,manual,9009,petrol,145.0,43.5,1.4,73,3,0.0,1
40189,67976,vw,touran,16498,semi-auto,18978,diesel,30.0,65.7,1.6,88,0,0.0,4
40190,19546,ford,focus,16598,automatic,12560,petrol,,,,83,3,0.0,1
